doc_num,term,male_count,female_count,counts_equal,original_gender,term_type
0,amputat,0,0,True,male,physical_health
1,amputat,0,0,True,male,physical_health
2,amputat,0,0,True,male,physical_health
3,amputat,0,0,True,male,physical_health
4,amputat,0,0,True,male,physical_health
5,amputat,0,0,True,male,physical_health
6,amputat,0,0,True,male,physical_health
7,amputat,0,0,True,male,physical_health
8,amputat,0,0,True,male,physical_health
9,amputat,0,0,True,male,physical_health
10,amputat,0,0,True,male,physical_health
11,amputat,0,0,True,male,physical_health
12,amputat,0,0,True,male,physical_health
13,amputat,0,0,True,male,physical_health
14,amputat,0,0,True,male,physical_health
15,amputat,0,0,True,male,physical_health
16,amputat,0,0,True,male,physical_health
17,amputat,0,0,True,male,physical_health
18,amputat,0,0,True,male,physical_health
19,amputat,0,0,True,male,physical_health
20,amputat,0,0,True,male,physical_health
21,amputat,0,0,True,male,physical_health
22,amputat,0,0,True,male,physical_health
23,amputat,0,0,True,male,physical_health
24,amputat,0,0,True,male,physical_health
25,amputat,0,0,True,male,physical_health
26,amputat,0,0,True,male,physical_health
27,amputat,0,0,True,male,physical_health
28,amputat,0,0,True,male,physical_health
29,amputat,0,0,True,male,physical_health
30,amputat,0,0,True,male,physical_health
31,amputat,0,0,True,male,physical_health
32,amputat,0,0,True,male,physical_health
33,amputat,0,0,True,male,physical_health
34,amputat,0,0,True,male,physical_health
35,amputat,0,0,True,male,physical_health
36,amputat,0,0,True,male,physical_health
37,amputat,0,0,True,male,physical_health
38,amputat,0,0,True,male,physical_health
39,amputat,0,0,True,male,physical_health
40,amputat,0,0,True,male,physical_health
41,amputat,0,0,True,male,physical_health
42,amputat,0,0,True,male,physical_health
43,amputat,0,0,True,male,physical_health
44,amputat,0,0,True,male,physical_health
45,amputat,0,0,True,male,physical_health
46,amputat,0,0,True,male,physical_health
47,amputat,0,0,True,male,physical_health
48,amputat,0,0,True,male,physical_health
49,amputat,0,0,True,male,physical_health
50,amputat,0,0,True,male,physical_health
51,amputat,0,0,True,male,physical_health
52,amputat,0,0,True,male,physical_health
53,amputat,0,0,True,male,physical_health
54,amputat,0,0,True,male,physical_health
55,amputat,0,0,True,male,physical_health
56,amputat,0,0,True,male,physical_health
57,amputat,0,0,True,male,physical_health
58,amputat,0,0,True,male,physical_health
59,amputat,0,0,True,male,physical_health
60,amputat,0,0,True,male,physical_health
61,amputat,0,0,True,male,physical_health
62,amputat,0,0,True,male,physical_health
63,amputat,0,0,True,male,physical_health
64,amputat,0,0,True,male,physical_health
65,amputat,0,0,True,male,physical_health
66,amputat,0,0,True,male,physical_health
67,amputat,0,0,True,male,physical_health
68,amputat,0,0,True,male,physical_health
69,amputat,0,0,True,male,physical_health
70,amputat,0,0,True,male,physical_health
71,amputat,0,0,True,male,physical_health
72,amputat,0,0,True,male,physical_health
73,amputat,0,0,True,male,physical_health
74,amputat,0,0,True,male,physical_health
75,amputat,0,0,True,male,physical_health
76,amputat,0,0,True,male,physical_health
77,amputat,0,0,True,male,physical_health
78,amputat,0,0,True,male,physical_health
79,amputat,0,0,True,male,physical_health
80,amputat,0,0,True,male,physical_health
81,amputat,0,0,True,male,physical_health
82,amputat,0,0,True,male,physical_health
83,amputat,0,0,True,male,physical_health
84,amputat,0,0,True,male,physical_health
85,amputat,0,0,True,male,physical_health
86,amputat,0,0,True,male,physical_health
87,amputat,0,0,True,male,physical_health
88,amputat,0,0,True,male,physical_health
89,amputat,0,0,True,male,physical_health
90,amputat,0,0,True,male,physical_health
91,amputat,0,0,True,male,physical_health
92,amputat,0,0,True,male,physical_health
93,amputat,0,0,True,male,physical_health
94,amputat,0,0,True,male,physical_health
95,amputat,0,0,True,male,physical_health
96,amputat,0,0,True,male,physical_health
97,amputat,0,0,True,male,physical_health
98,amputat,0,0,True,male,physical_health
99,amputat,0,0,True,male,physical_health
100,amputat,0,0,True,male,physical_health
101,amputat,0,0,True,male,physical_health
102,amputat,0,0,True,male,physical_health
103,amputat,0,0,True,male,physical_health
104,amputat,0,0,True,male,physical_health
105,amputat,0,0,True,male,physical_health
