positive,other,neutral,negative,doc_num
0.5511109232902527,0.2639053165912628,0.14959834516048431,0.03538541495800018,0
0.8663192987442017,0.08448285609483719,0.02624250017106533,0.02295541577041149,0
0.6129478216171265,0.18107986450195312,0.17349986732006073,0.03247242420911789,0
0.9721818566322327,0.013748847879469395,0.00964456144720316,0.0044247787445783615,1
0.4754266142845154,0.4123607575893402,0.0874871239066124,0.02472555637359619,1
0.9215646982192993,0.04177752137184143,0.03125160187482834,0.0054062181152403355,1
0.6072107553482056,0.19354134798049927,0.10181468725204468,0.09743323922157288,2
0.5544494390487671,0.2293546199798584,0.16372472047805786,0.05247123911976814,2
0.6030066013336182,0.1469281017780304,0.133585125207901,0.11648024618625641,2
0.8424261808395386,0.07943693548440933,0.039077308028936386,0.0390595942735672,3
0.4104264974594116,0.28429895639419556,0.2529745101928711,0.05229999125003815,3
0.6822168231010437,0.24610397219657898,0.04865551367402077,0.02302377298474312,3
0.6991949081420898,0.1651478111743927,0.11806575953960419,0.017591426149010658,4
0.6859180331230164,0.1305348128080368,0.12010116875171661,0.0634460300207138,4
0.792603611946106,0.12473765760660172,0.04476083815097809,0.03789789229631424,4
0.3688167929649353,0.34561750292778015,0.20296455919742584,0.08260110765695572,5
0.37399521470069885,0.2774353325366974,0.27636340260505676,0.0722060352563858,5
0.5701926350593567,0.33589398860931396,0.06286008656024933,0.031053299084305763,5
0.6991949081420898,0.1651478111743927,0.11806575953960419,0.017591426149010658,6
0.6859180331230164,0.1305348128080368,0.12010116875171661,0.0634460300207138,6
0.792603611946106,0.12473765760660172,0.04476083815097809,0.03789789229631424,6
0.461823433637619,0.2496064007282257,0.21528038382530212,0.07328978180885315,7
0.42406848073005676,0.28393658995628357,0.2330939918756485,0.05890094116330147,7
0.9697665572166443,0.017062243074178696,0.008665281347930431,0.0045058224350214005,8
0.6546821594238281,0.23060046136379242,0.09400013089179993,0.020717235282063484,8
0.47328346967697144,0.27180561423301697,0.18458697199821472,0.07032392174005508,8
0.8742605447769165,0.09561215341091156,0.01631782576441765,0.013809447176754475,9
0.6546821594238281,0.23060046136379242,0.09400013089179993,0.020717235282063484,9
0.47328346967697144,0.27180561423301697,0.18458697199821472,0.07032392174005508,9
0.44671884179115295,0.2949364185333252,0.17084817588329315,0.08749648183584213,10
0.5340186953544617,0.25402700901031494,0.16585440933704376,0.04609990492463112,10
0.5621393322944641,0.21034948527812958,0.17392531037330627,0.05358584597706795,10
0.6185981035232544,0.2820051312446594,0.06828558444976807,0.031111087650060654,11
0.6064038872718811,0.252641499042511,0.11627482622861862,0.02467982843518257,11
0.4024203419685364,0.28077438473701477,0.22883743047714233,0.08796781301498413,12
0.812255859375,0.07728297263383865,0.0656878799200058,0.04477328062057495,12
0.6942488551139832,0.19576241075992584,0.06652161478996277,0.04346713051199913,12
0.6103799939155579,0.3040880262851715,0.054547764360904694,0.03098423406481743,13
0.8655130863189697,0.07462891191244125,0.054449662566185,0.005408329423516989,13
0.331770658493042,0.29581159353256226,0.2599487900733948,0.11246899515390396,13
0.804362952709198,0.14251475036144257,0.031855106353759766,0.02126719243824482,14
0.34674856066703796,0.30182555317878723,0.20582380890846252,0.14560198783874512,14
0.3760862946510315,0.3683714270591736,0.16807761788368225,0.08746463805437088,14
0.3809739649295807,0.34377923607826233,0.19615881145000458,0.07908793538808823,15
0.8855409622192383,0.050707828253507614,0.0398920476436615,0.023859169334173203,15
0.5006686449050903,0.23960758745670319,0.14028771221637726,0.11943606287240982,15
0.3767048120498657,0.3352465331554413,0.204631507396698,0.08341705054044724,16
0.8855409622192383,0.050707828253507614,0.0398920476436615,0.023859169334173203,16
0.44878262281417847,0.3292452096939087,0.12820424139499664,0.09376790374517441,16
0.4430045783519745,0.3062819540500641,0.19431279599666595,0.056400611996650696,17
0.6375607252120972,0.1744973063468933,0.12653736770153046,0.06140463426709175,17
0.7118096351623535,0.23022109270095825,0.04420633614063263,0.013762942515313625,17
0.4599754512310028,0.2697477340698242,0.21378974616527557,0.05648704618215561,18
0.35326462984085083,0.26007702946662903,0.19503454864025116,0.19162383675575256,18
0.76328444480896,0.15881267189979553,0.04239995777606964,0.035502877086400986,19
0.4692085087299347,0.28515222668647766,0.2244151532649994,0.021224094554781914,19
0.3440145254135132,0.3233538269996643,0.230218306183815,0.1024133563041687,19
0.378317266702652,0.2981644868850708,0.25634610652923584,0.06717221438884735,20
0.4584182798862457,0.3349631726741791,0.14638125896453857,0.060237254947423935,20
0.7436686158180237,0.14334571361541748,0.0763147622346878,0.03667093813419342,20
0.356924831867218,0.3555125892162323,0.1759103238582611,0.11165223270654678,21
0.5616653561592102,0.30922189354896545,0.07917438447475433,0.049938350915908813,21
0.818671464920044,0.09557206183671951,0.0772693008184433,0.008487244136631489,21
0.6421254873275757,0.1844855546951294,0.14069876074790955,0.03269020840525627,22
0.7744937539100647,0.13427290320396423,0.04698112979531288,0.0442521795630455,22
0.7946422100067139,0.08990978449583054,0.06549883633852005,0.04994911327958107,22
0.37993308901786804,0.3487706184387207,0.19506369531154633,0.07623253017663956,23
0.3842431306838989,0.2954939901828766,0.2686777114868164,0.05158518627285957,23
0.5972655415534973,0.2213468998670578,0.15452545881271362,0.026862073689699173,23
0.76328444480896,0.15881267189979553,0.04239995777606964,0.035502877086400986,24
0.4692085087299347,0.28515222668647766,0.2244151532649994,0.021224094554781914,24
0.3440145254135132,0.3233538269996643,0.230218306183815,0.1024133563041687,24
0.5531643033027649,0.21961021423339844,0.17881429195404053,0.048411257565021515,25
0.660905122756958,0.23808839917182922,0.058191828429698944,0.04281460493803024,25
0.4584182798862457,0.3349631726741791,0.14638125896453857,0.060237254947423935,25
0.38121935725212097,0.32340556383132935,0.20565102994441986,0.08972401171922684,26
0.5972655415534973,0.2213468998670578,0.15452545881271362,0.026862073689699173,26
0.76328444480896,0.15881267189979553,0.04239995777606964,0.035502877086400986,27
0.4857323169708252,0.2796156406402588,0.2149697095155716,0.019682303071022034,27
0.3440145254135132,0.3233538269996643,0.230218306183815,0.1024133563041687,27
0.9425332546234131,0.03647267818450928,0.012136062607169151,0.008857996203005314,28
0.4076496660709381,0.3165343999862671,0.2170400619506836,0.058775849640369415,28
0.4584182798862457,0.3349631726741791,0.14638125896453857,0.060237254947423935,28
0.3719315826892853,0.30744415521621704,0.2561472952365875,0.06447697430849075,29
0.4584182798862457,0.3349631726741791,0.14638125896453857,0.060237254947423935,29
0.7436686158180237,0.14334571361541748,0.0763147622346878,0.03667093813419342,29
0.6421254873275757,0.1844855546951294,0.14069876074790955,0.03269020840525627,30
0.77132648229599,0.14069174230098724,0.045315686613321304,0.042665995657444,30
0.7946422100067139,0.08990978449583054,0.06549883633852005,0.04994911327958107,30
0.76328444480896,0.15881267189979553,0.04239995777606964,0.035502877086400986,31
0.4692085087299347,0.28515222668647766,0.2244151532649994,0.021224094554781914,31
0.3440145254135132,0.3233538269996643,0.230218306183815,0.1024133563041687,31
0.33360186219215393,0.3304460048675537,0.26520681381225586,0.0707453191280365,32
0.4584182798862457,0.3349631726741791,0.14638125896453857,0.060237254947423935,32
0.6120773553848267,0.27349305152893066,0.06350655108690262,0.050923045724630356,32
0.36052796244621277,0.35865315794944763,0.2008681744337082,0.07995068281888962,33
0.3842431306838989,0.2954939901828766,0.2686777114868164,0.05158518627285957,33
0.5972655415534973,0.2213468998670578,0.15452545881271362,0.026862073689699173,33
0.3719315826892853,0.30744415521621704,0.2561472952365875,0.06447697430849075,34
0.4584182798862457,0.3349631726741791,0.14638125896453857,0.060237254947423935,34
0.7436686158180237,0.14334571361541748,0.0763147622346878,0.03667093813419342,34
0.4200291931629181,0.3417397737503052,0.17787043750286102,0.06036055460572243,35
0.783888578414917,0.10918743163347244,0.05694139376282692,0.04998251050710678,35
0.7946422100067139,0.08990978449583054,0.06549883633852005,0.04994911327958107,35
0.36052796244621277,0.35865315794944763,0.2008681744337082,0.07995068281888962,36
0.3842431306838989,0.2954939901828766,0.2686777114868164,0.05158518627285957,36
0.5972655415534973,0.2213468998670578,0.15452545881271362,0.026862073689699173,36
0.8134254217147827,0.1253381222486496,0.03274141624569893,0.028495043516159058,37
0.43780142068862915,0.32952025532722473,0.1216663345694542,0.11101199686527252,37
0.3438369035720825,0.3136769235134125,0.19925616681575775,0.14323005080223083,37
0.38121935725212097,0.32340556383132935,0.20565102994441986,0.08972401171922684,38
0.8129664659500122,0.12466710060834885,0.03173306956887245,0.03063335083425045,38
0.4067588150501251,0.3532017767429352,0.17415331304073334,0.06588617712259293,39
0.784014880657196,0.094039686024189,0.0648590624332428,0.05708635598421097,39
0.7946422100067139,0.08990978449583054,0.06549883633852005,0.04994911327958107,39
0.39670485258102417,0.2934131324291229,0.24617087841033936,0.06371118873357773,40
0.4584182798862457,0.3349631726741791,0.14638125896453857,0.060237254947423935,40
0.7436686158180237,0.14334571361541748,0.0763147622346878,0.03667093813419342,40
0.37993308901786804,0.3487706184387207,0.19506369531154633,0.07623253017663956,41
0.3842431306838989,0.2954939901828766,0.2686777114868164,0.05158518627285957,41
0.5972655415534973,0.2213468998670578,0.15452545881271362,0.026862073689699173,41
0.9547812938690186,0.030967188999056816,0.0084237614646554,0.005827861372381449,42
0.4990876317024231,0.23071186244487762,0.210152730345726,0.06004777550697327,42
0.3992098569869995,0.333818644285202,0.20347510278224945,0.06349635869264603,42
0.9429658055305481,0.04353100061416626,0.00749900983646512,0.006004153285175562,43
0.4993409812450409,0.2906055450439453,0.1789451390504837,0.031108254566788673,43
0.40466776490211487,0.3131665289402008,0.2104046493768692,0.07176108658313751,43
0.774210512638092,0.12995480000972748,0.04965255409479141,0.0461820513010025,44
0.8819953799247742,0.06439938396215439,0.04991386830806732,0.003691352903842926,44
0.6328169107437134,0.2775663435459137,0.05809638276696205,0.03152040019631386,44
0.5632049441337585,0.16732995212078094,0.16385307908058167,0.10561191290616989,45
0.43542003631591797,0.2080565094947815,0.17926469445228577,0.17725872993469238,45
0.43542003631591797,0.2080565094947815,0.17926469445228577,0.17725872993469238,45
0.4674582779407501,0.2458115965127945,0.2391042709350586,0.047625832259655,46
0.4797520339488983,0.3489469885826111,0.15356288850307465,0.017738044261932373,46
0.6790047883987427,0.27039122581481934,0.033432766795158386,0.017171237617731094,46
0.6557015180587769,0.12960398197174072,0.1269373595714569,0.08775711804628372,47
0.5616317391395569,0.23015055060386658,0.16776354610919952,0.040454186499118805,47
0.6174038648605347,0.23592697083950043,0.0798124149441719,0.0668567419052124,47
0.9429658055305481,0.04353100061416626,0.00749900983646512,0.006004153285175562,48
0.736705482006073,0.15496812760829926,0.095856212079525,0.01247022207826376,48
0.7522693872451782,0.16524280607700348,0.060724906623363495,0.021762855350971222,48
0.6651427149772644,0.24618463218212128,0.05465301126241684,0.034019630402326584,49
0.31334391236305237,0.29571986198425293,0.2685091197490692,0.12242718040943146,49
0.818671464920044,0.09557206183671951,0.0772693008184433,0.008487244136631489,49
0.9542133808135986,0.030972763895988464,0.008953905664384365,0.005859958473592997,50
0.4422281086444855,0.2745645344257355,0.1963254064321518,0.08688190579414368,50
0.577800989151001,0.15879565477371216,0.14031459391117096,0.1230887919664383,50
0.9493930339813232,0.03638502582907677,0.008064611814916134,0.006157325580716133,51
0.5673532485961914,0.24242769181728363,0.13365918397903442,0.05655992403626442,51
0.3636230230331421,0.31942814588546753,0.252840131521225,0.06410866230726242,51
0.5925823450088501,0.3547157645225525,0.03563450649380684,0.017067326232790947,52
0.5773024559020996,0.22270163893699646,0.15727263689041138,0.04272335767745972,52
0.4680843949317932,0.29984888434410095,0.17193415760993958,0.06013249605894089,52
0.7915944457054138,0.07584405690431595,0.0667027086019516,0.0658588781952858,53
0.4886772334575653,0.2176569551229477,0.1940167397260666,0.09964913129806519,53
0.7695361375808716,0.13708946108818054,0.06690419465303421,0.02647021785378456,53
0.6334782242774963,0.2836831212043762,0.04876960068941116,0.03406904265284538,54
0.3192582428455353,0.30025386810302734,0.28986024856567383,0.09062766283750534,54
0.9405279159545898,0.039971720427274704,0.011254980228841305,0.008245443925261497,55
0.4422281086444855,0.2745645344257355,0.1963254064321518,0.08688190579414368,55
0.8272110223770142,0.11890380084514618,0.04105300083756447,0.01283217966556549,55
0.4171198606491089,0.3740374743938446,0.15239161252975464,0.05645100027322769,56
0.4176563620567322,0.2781156897544861,0.18979571759700775,0.11443229764699936,56
0.38228997588157654,0.34873756766319275,0.15570586919784546,0.11326655000448227,56
0.5667570233345032,0.27711406350135803,0.0951981171965599,0.060930751264095306,57
0.4558257758617401,0.2536401152610779,0.22147230803966522,0.0690617635846138,57
0.4638481140136719,0.2204625904560089,0.16932159662246704,0.14636759459972382,57
0.5482587814331055,0.278026819229126,0.11978773772716522,0.053926676511764526,58
0.4558257758617401,0.2536401152610779,0.22147230803966522,0.0690617635846138,58
0.5390787124633789,0.17098863422870636,0.1479610949754715,0.14197154343128204,58
0.5731508731842041,0.2502377927303314,0.1373712122440338,0.03924015164375305,59
0.783888578414917,0.10918743163347244,0.05694139376282692,0.04998251050710678,59
0.9317964315414429,0.04136147350072861,0.014424417167901993,0.012417566031217575,60
0.34674856066703796,0.30182555317878723,0.20582380890846252,0.14560198783874512,60
0.3840515911579132,0.36152881383895874,0.1635650098323822,0.09085454791784286,60
0.41192442178726196,0.3291729986667633,0.21397091448307037,0.044931646436452866,61
0.35693255066871643,0.325615793466568,0.25791239738464355,0.05953926593065262,61
0.5981633067131042,0.19400803744792938,0.13984182476997375,0.06798683106899261,61
0.40445441007614136,0.2734198272228241,0.2518676519393921,0.07025813311338425,62
0.6556857228279114,0.17915624380111694,0.13886304199695587,0.026294948533177376,62
0.6333112716674805,0.20548196136951447,0.08981001377105713,0.07139679789543152,62
0.41685250401496887,0.2598574161529541,0.22469258308410645,0.09859747439622879,63
0.6845032572746277,0.15364626049995422,0.14276538789272308,0.019085029140114784,63
0.6539590358734131,0.18591441214084625,0.08358952403068542,0.07653708010911942,63
0.4736954867839813,0.28652146458625793,0.14814431965351105,0.09163874387741089,64
0.4142235815525055,0.29569077491760254,0.16945339739322662,0.12063232809305191,64
0.5060984492301941,0.25225865840911865,0.17314530909061432,0.0684976726770401,65
0.5924127101898193,0.2076178938150406,0.17848104238510132,0.02148834988474846,65
0.35271742939949036,0.30684250593185425,0.22012566030025482,0.12031437456607819,65
0.9452810883522034,0.034460630267858505,0.011747737415134907,0.0085104675963521,66
0.45356786251068115,0.2659494876861572,0.2108077108860016,0.06967492401599884,66
0.6539590358734131,0.18591441214084625,0.08358952403068542,0.07653708010911942,66
0.4190829396247864,0.31613826751708984,0.21327689290046692,0.05150189250707626,67
0.3176320195198059,0.3086382746696472,0.22988033294677734,0.1438494771718979,67
0.4322042465209961,0.32298043370246887,0.19190171360969543,0.052913639694452286,67
0.46763041615486145,0.2673167884349823,0.14185254275798798,0.12320027500391006,68
0.49647361040115356,0.30093705654144287,0.1681753695011139,0.034413982182741165,68
0.38716429471969604,0.22912150621414185,0.21316248178482056,0.17055180668830872,68
0.9458484649658203,0.03478461876511574,0.011463959701359272,0.007903073914349079,69
0.27126824855804443,0.27107834815979004,0.24257369339466095,0.21507970988750458,69
0.8599712252616882,0.07760769873857498,0.04796303063631058,0.01445807795971632,69
0.5375877618789673,0.2059648036956787,0.1857692450284958,0.07067815959453583,70
0.8478999137878418,0.059795405715703964,0.0528060644865036,0.03949861600995064,70
0.8823124170303345,0.08785098791122437,0.025608660653233528,0.004227948375046253,70
0.9347215294837952,0.043257370591163635,0.012316633015871048,0.009704467840492725,71
0.27126824855804443,0.27107834815979004,0.24257369339466095,0.21507970988750458,71
