doc_num,positive,other,neutral,negative
0,0.6595471501350403,0.17365776747465128,0.10973811438307161,0.057056977599859185
1,0.6216646730899811,0.21325954981148243,0.119637920288369,0.0454378207796253
2,0.6005266159772873,0.2506799548864364,0.11025337874889368,0.0385400555096566
3,0.5034754350781441,0.27020484581589693,0.14409922249615187,0.08222048915922638
4,0.6670972481369972,0.2047940343618393,0.09715304337441917,0.030955648398958074
5,0.5236361980438232,0.2267657220363616,0.157700502872467,0.09189757332205768
6,0.5547520399093628,0.2627603307366371,0.10523276478052138,0.07725487966090439
7,0.5325925052165985,0.2997726984322071,0.12438728474080557,0.04324750509113068
8,0.44451798498630524,0.28506241738796234,0.17624102719128126,0.09417858906090255
9,0.4097804129123688,0.28769976273179054,0.20293311029672617,0.09958674851804968
10,0.5345868289470672,0.24231933951377865,0.13324498310685157,0.0898488717153668
11,0.4674723222851753,0.267431654036045,0.15309149585664267,0.11200451757758853
12,0.59830242395401,0.25856319367885583,0.09890513792634006,0.04422926437109704
13,0.6273636937141418,0.22126376628875727,0.10285441055893893,0.04851816231384868
14,0.507565850019455,0.23726607561111446,0.16555918306112286,0.08960887677967547
15,0.6867789268493653,0.1970450416207313,0.08256255462765688,0.03361342521384354
16,0.5379711389541626,0.26749086876710254,0.13874551281332967,0.055792492193480286
17,0.4856856107711792,0.29962365329265594,0.14462083950638768,0.0700699001550674
18,0.49895183444023133,0.28542747497558596,0.12876422293484208,0.08685649540275328
19,0.6375892281532287,0.19980654492974276,0.12079066187143321,0.04181353077292438
20,0.545737487077713,0.24294062256813048,0.13504513334482904,0.0762767293490469
21,0.5890556871891022,0.1886765969296296,0.132740290214618,0.0895274155773222
22,0.6481389284133912,0.17566157393157475,0.12334214001893992,0.052857396565377676
23,0.5233184278011322,0.2599578201770782,0.15454467535018918,0.06217907145619388
24,0.46310843229293824,0.2828568339347839,0.1585316456854343,0.09550307970494028
25,0.5587339997291565,0.3032046668231487,0.09021223289892073,0.047849102411419105
26,0.569636233150959,0.21347124874591827,0.13398957811295986,0.08290295605547725
27,0.4828341543674469,0.2318112641572952,0.16851413249969477,0.11684045419096942
28,0.5593532547354698,0.27958670258522034,0.09879888035356994,0.0622611297294497
29,0.4980619549751282,0.2394438117742538,0.15028958693146705,0.11220464147627347
30,0.5257947504520416,0.2425108946859836,0.14714794084429733,0.08454639129340644
31,0.5050900936126709,0.21002924144268031,0.19175261259078974,0.09312801808118816
32,0.5274967610836029,0.24198530018329617,0.15743162781000133,0.07308629397302864
33,0.5874941945075989,0.19029721803963184,0.14683024305850262,0.07537832390516992
34,0.5297709703445435,0.2600838914513588,0.12425159364938734,0.08589354809373614
35,0.5101792439818382,0.27870722487568855,0.13322309893555936,0.0778904499020427
36,0.4879345715045929,0.2505266949534416,0.1553575828671455,0.10618114825338121
37,0.5179019570350647,0.2327873826026916,0.16407506018877024,0.08523559868335719
38,0.44680564999580386,0.27740508615970605,0.18393253237009044,0.09185676425695413
39,0.5712095722556114,0.23123742081224916,0.1352244475856423,0.062328530475497204
40,0.4943936765193939,0.2905461750924587,0.14575557480566198,0.06930454983375965
41,0.5351180881261826,0.24046849086880678,0.14594266191124916,0.07847077632322903
42,0.46709735989570617,0.33183292150497434,0.12860087156295774,0.07246881462633606
43,0.6092182248830795,0.20796827413141725,0.1134594120085239,0.06935407558921718
44,0.4381761848926544,0.2611744105815887,0.19006353020668026,0.11058588847517963
45,0.569209736585617,0.2312197767198086,0.12749377116560928,0.07207667957991358
46,0.5688486397266388,0.22861064970493314,0.15086569450795648,0.05167500581592317
47,0.6458511829376221,0.1982059895992279,0.09854750558733935,0.05739533486776051
48,0.6331443637609482,0.19417290855199096,0.11586116719990962,0.056821546982973765
49,0.49832674860954285,0.26102649420499796,0.1592299006879329,0.08141688319543992
50,0.5809104815125465,0.23452981561422348,0.12128051463514565,0.06327915529254817
51,0.6090416833758354,0.2410504203289747,0.10466926731169218,0.04523862572386855
52,0.5074277818202972,0.25174589827656746,0.17194753140211105,0.06887878128327425
53,0.6118716359138487,0.21644595414400097,0.1069128897041082,0.06476951846852894
54,0.49546464532613754,0.2657415829598903,0.16064834780991072,0.07814542273990807
55,0.5543536767363548,0.2508520968258381,0.14117537625133988,0.0536188180558383
56,0.6103881075978279,0.20205859839916226,0.1378417517989874,0.04971157538238907
57,0.5121161788702011,0.30005418136715883,0.12490188330411908,0.06292776216287163
58,0.5757645606994629,0.2516887366771698,0.11960804983973501,0.052938676998019185
59,0.44398409128189087,0.2845234632492065,0.19236825853586192,0.07912420630455012
60,0.563900750875473,0.23342587053775782,0.12299120668321843,0.07968217772431668
61,0.6548235595226288,0.2096551731228828,0.08390590623021121,0.05161535087972876
62,0.6204463899135589,0.24047345519065857,0.10890870727598663,0.030171444639563515
63,0.45061002373695375,0.29078166186809534,0.15684992410242551,0.10175840370357034
64,0.544336861371994,0.2612243145704269,0.1257687129080295,0.06867010444402691
65,0.5603713020682335,0.29914117977023125,0.0981179997324943,0.0423695421777665
66,0.4424103856086731,0.2326045393943786,0.2039199113845825,0.12106515169143672
67,0.5320722907781601,0.2609483450651169,0.12653702567331487,0.08044233272084965
68,0.5566363155841827,0.2809370100498199,0.09716347586363552,0.06526320893317458
69,0.630405479669571,0.188128138333559,0.11577241439372296,0.06569395652040834
70,0.5704729437828064,0.24854358732700343,0.13955415710806846,0.04142930619418616
71,0.5486366271972656,0.2909841865301132,0.10911552459001536,0.05126366615295406
72,0.6261830478906631,0.18716625807185963,0.12840985134243962,0.05824085247392452
73,0.550883537530899,0.20421482026576995,0.14478299934417008,0.10011863987892859
74,0.572894349694252,0.2217744411900639,0.12717372644692654,0.07815750566078344
75,0.5978578984737396,0.18797972872853275,0.13002433991059656,0.08413802124559876
76,0.5942947939038277,0.23696160316467282,0.11030018329620359,0.058443422894924824
77,0.6318742036819458,0.19359694607555863,0.13361331075429914,0.040915539022535044
78,0.5678604722023011,0.26561113446950907,0.1176308067515492,0.04889756608754394
79,0.5177118659019471,0.21674127578735347,0.1730388350784778,0.09250802695751185
80,0.6830061078071594,0.1985756047070026,0.07217424418777221,0.04624402418266976
81,0.6802770694096884,0.1825239683190981,0.10087018025418121,0.03632877673953767
82,0.5855113764603933,0.24583623713503278,0.09929189474011456,0.06936048782275366
83,0.6351107358932495,0.21425354406237598,0.08953601941466326,0.0610996881849132
84,0.5510325133800507,0.26127228140830994,0.12980440445244307,0.057890786975622145
85,0.5906697561343511,0.21619142343600586,0.11318294440085687,0.07995586112762486
86,0.6421872258186341,0.1868748821318149,0.11142023727297778,0.05951766110956665
87,0.5454989433288574,0.2685875535011291,0.1287699420005083,0.05714356061071152
88,0.41704775094985963,0.29427399039268487,0.1872765257954597,0.101401737332344
89,0.5774090588092804,0.24011114537715902,0.1273263048380613,0.05515348203480238
90,0.6105368882417679,0.22677099891006944,0.1098713676910847,0.052820732817053725
91,0.6396521031856537,0.2254164606332779,0.0841061901301145,0.05082523506134744
92,0.5437122285366058,0.27693589776754374,0.11912237107753751,0.0602294859709218
93,0.49058119058609007,0.2654328614473343,0.15088625885546203,0.09309968724846833
94,0.4669182598590851,0.28220175206661224,0.15409983396530147,0.09678017199039456
95,0.5859008207917213,0.2708093896508217,0.0947226900607347,0.048567094374448005
96,0.5258450582623482,0.2801020666956901,0.14555612020194525,0.04849677719175813
97,0.6767588555812836,0.19136159420013424,0.09621295016258952,0.035666590183973265
98,0.553176149725914,0.28539759293198586,0.09965733531862489,0.061768885701894725
99,0.6154064416885376,0.21426679939031595,0.10415813773870461,0.06616865117102858
100,0.5252332270145417,0.2496647626161575,0.1340099327266216,0.09109205938875671
101,0.666014802455902,0.17205382771790023,0.11580907385796306,0.046122283861041016
102,0.6256306886672973,0.2297894164919853,0.10383798424154515,0.04074190650135274
103,0.6362550795078278,0.17714489251375193,0.11033968999981872,0.07626033443957561
104,0.5649421870708465,0.23492784798145294,0.12676737438887353,0.07336253970861432
105,0.42264943569898605,0.3166804239153862,0.18593675270676613,0.0747333988547325
106,0.6735517501831054,0.18414492085576054,0.09977261871099469,0.04253071583807462
107,0.623185507953167,0.25692291557788843,0.07835867814719673,0.04153292439877983
108,0.6955168743928274,0.1856812803695599,0.08388528041541571,0.03491654588530458
109,0.6243664979934692,0.21088168099522586,0.10855101421475408,0.056200835853815044
110,0.6791401455799738,0.16288909005622068,0.11110645827526842,0.04686428102043763
111,0.7286878377199173,0.1516687404364347,0.0894952397793531,0.0301481587812304
112,0.43193877488374705,0.27268511801958084,0.1749781891703605,0.12039790535345671
113,0.5848364010453224,0.2094188295304775,0.11527254991233343,0.09047223068773741
114,0.6111389815807342,0.19823198616504664,0.1092385176569223,0.08139051143079992
115,0.6458212931950887,0.1759434208894769,0.13209627009928224,0.046139007434248876
116,0.4639699459075928,0.2666861414909362,0.16505802422761912,0.10428589209914202
117,0.5962965488433838,0.2709212973713875,0.1067643398419022,0.026017815573140923
118,0.5851356744766235,0.2512798428535461,0.10992678850889204,0.05365770459175105
119,0.5001388713717461,0.29741514846682543,0.13406699709594247,0.06837896350771183
120,0.5533404648303986,0.2277534902095794,0.155490730702877,0.06341531281359489
121,0.7042859077453614,0.14527587890624996,0.10103390663862225,0.04940431611612436
122,0.43686725199222565,0.2857877910137176,0.1935879029333591,0.08375706803053613
123,0.4873471796512604,0.2692740082740784,0.14698476828634735,0.09639404825866217
124,0.39498224258422854,0.3238656818866729,0.1903106361627578,0.09084143713116641
125,0.6058526833852133,0.24758493403593695,0.10083595849573608,0.0457264138385653
126,0.6462873101234436,0.21521613225340838,0.10526716075837605,0.0332294388674199
127,0.5784740820527077,0.2714374400675297,0.09874640824273222,0.05134209222160275
