doc_num,positive,other,neutral,negative
0,0.6726140454411507,0.206767501309514,0.08483158797025675,0.03578689222922545
1,0.6696249425411225,0.19110651612281795,0.0933301761746406,0.0459383819252252
2,0.6915783286094666,0.2129946369677782,0.07618291536346075,0.01924412883818145
3,0.45518459379673004,0.3121174834668636,0.15062215924262998,0.08207578677684066
4,0.5036717236042023,0.25341146290302274,0.147123971581459,0.09579285979270932
5,0.6388801336288452,0.20666988193988794,0.1121672563254833,0.04228270053863522
6,0.6327491164207458,0.210704493522644,0.09821763001382347,0.05832877084612844
7,0.5332796573638916,0.24333054721355435,0.15001428741961714,0.07337552336975926
8,0.4837639108300209,0.2747741676867008,0.17070160806179044,0.07076031714677805
9,0.5562105536460876,0.23794777989387508,0.14282170869410032,0.06301995441317554
10,0.5365496814250946,0.2375089257955551,0.16233404576778407,0.06360734412446611
11,0.5168410241603851,0.26456198034187156,0.14839228863517442,0.07020468326906358
12,0.6815471351146698,0.23434615135192866,0.061752430163323824,0.022354236338287526
13,0.6265232563018799,0.2037985563278198,0.09672055914998048,0.07295766323804852
14,0.4878460541367531,0.2782679088413715,0.14816694147884846,0.0857191286049783
15,0.6717183068394661,0.202370430342853,0.09206548333168023,0.03384576528333125
16,0.5040153324604034,0.2735067911446094,0.14968591593205927,0.07279193745926016
17,0.49735472202301023,0.25541406571865083,0.1558575257658958,0.09137365808710451
18,0.526810847222805,0.23285997658967966,0.14040222018957135,0.09992693271487944
19,0.5501360222697258,0.28638371825218195,0.13063144870102403,0.03284876747056838
20,0.6549243330955505,0.18401700183749195,0.10489322468638414,0.0561654638499021
21,0.5205172419548034,0.215390932559967,0.17941292822360985,0.0846788980066776
22,0.5652704238891602,0.2115060929208994,0.1214502073824405,0.10177328316494816
23,0.5478036284446717,0.24261845722794528,0.13320031166076657,0.07637759707868094
24,0.5691465914249421,0.216335117816925,0.1391034211963415,0.07541486965492364
25,0.4812864512205124,0.2572929188609123,0.1853586174547672,0.07606200594455
26,0.5310057625174522,0.24870500713586804,0.13949352409690616,0.08079573139548296
27,0.5615994930267334,0.21659436076879496,0.14464258402585978,0.07716353647410865
28,0.4979956328868866,0.2586223632097244,0.1602020844817161,0.0831799075007438
29,0.4335695803165436,0.27437505125999445,0.17346618138253683,0.1185892047360539
30,0.5071622967720032,0.21417706012725826,0.18261360153555867,0.0960470344871282
31,0.47914382070302963,0.2651798091828823,0.18352019228041166,0.07215618714690203
32,0.5399741351604461,0.2490066397935152,0.1345217283815145,0.07649747747927901
33,0.6180104613304138,0.1966648884117603,0.14309521601535374,0.042229416227200924
34,0.3506308868527412,0.3072434067726135,0.23465988412499425,0.1074658334255218
35,0.49351678788661957,0.265338521450758,0.15019257366657252,0.09095212258398527
36,0.6073173522949219,0.2033237218856811,0.13318216390907758,0.05617674533277746
37,0.5180204451084137,0.24940335154533383,0.12797696292400357,0.10459919497370714
38,0.5727964043617249,0.27159400780995685,0.10470167795817058,0.05090786454578237
39,0.5970274031162262,0.22511829026043415,0.13056156598031518,0.04729274101555342
40,0.6700264438986778,0.22221565712243316,0.07649323111400005,0.031264653778634924
41,0.48782167832056683,0.32228270173072815,0.11848921825488405,0.07140640448778864
42,0.6616461500525475,0.19794351421296597,0.09826892428100105,0.0421414368320256
43,0.4907071217894554,0.29035466536879534,0.14136428153142327,0.07757391943596295
44,0.546772301197052,0.24661494493484493,0.13890819847583766,0.06770457215607165
45,0.6147221997380257,0.2048478964716196,0.123437026515603,0.056992850848473574
46,0.47032172977924347,0.272582221776247,0.1907866559922695,0.06630939198657865
47,0.6563614189624787,0.21129194349050517,0.09218005351722236,0.04016659986227748
48,0.6359003111720085,0.2002015598118305,0.11405315995216365,0.04984497837722297
49,0.5970596373081207,0.24128751009702679,0.12228448688983913,0.03936836123466484
50,0.6073409914970398,0.19729516655206675,0.12463826090097423,0.07072556978091592
51,0.47273239493370056,0.3320912957191467,0.12201188951730724,0.073164439946413
52,0.43777942657470703,0.3038295730948448,0.17107192240655417,0.08731906721368426
53,0.5698473930358887,0.21256981082260604,0.13394373878836627,0.08363905437290661
54,0.41981547077496845,0.25363199412822723,0.2172282089789708,0.10932434101899462
55,0.3572392091155052,0.3263747468590736,0.1953618172556162,0.121024246327579
56,0.6238573044538498,0.2009968385100364,0.1174035826697945,0.057742298435186926
57,0.48538437485694885,0.270180407166481,0.15400167703628537,0.0904335487633943
58,0.5226116240024566,0.23825668245553966,0.1693009167909622,0.06983075626194474
