doc_num,word,word_count_female,word_count_male
0,76,0.0,0.0
0,78,0.0,0.0
0,79,1.0,1.0
0,80,0.0,0.0
0,81,0.0,0.0
0,82,0.0,0.0
0,83,0.0,0.0
0,84,0.0,0.0
0,85,0.0,0.0
0,86,0.0,0.0
0,87,0.0,0.0
0,88,0.0,0.0
0,89,0.0,0.0
0,90,0.0,0.0
0,91,0.0,0.0
0,92,0.0,0.0
0,aaron,0.0,0.0
0,ability,0.0,0.0
0,able,0.0,1.0
0,activity,0.0,0.0
0,adult,0.0,0.0
0,advance,0.0,0.0
0,advanced,0.0,0.0
0,affect,0.0,0.0
0,age,0.0,0.0
0,alzheimer,0.0,0.0
0,arthritis,0.0,0.0
0,aspect,0.0,0.0
0,assist,0.0,0.0
0,assistance,0.0,0.0
0,assisted,0.0,0.0
0,attention,0.0,0.0
0,available,0.0,0.0
0,balance,0.0,0.0
0,beta,0.0,0.0
0,blocker,0.0,0.0
0,body,0.0,0.0
0,bone,0.0,0.0
0,brain,0.0,0.0
0,breast,0.0,0.0
0,breathe,0.0,0.0
0,cancer,0.0,0.0
0,care,1.0,1.0
0,careful,0.0,0.0
0,carer,0.0,0.0
0,cause,0.0,0.0
0,chronic,1.0,1.0
0,cognitive,0.0,0.0
0,combination,0.0,0.0
0,communication,0.0,0.0
0,community,0.0,0.0
0,complex,0.0,0.0
0,complication,0.0,0.0
0,comprehensive,1.0,1.0
0,condition,1.0,0.0
0,congestive,0.0,0.0
0,constant,0.0,0.0
0,coordination,0.0,0.0
0,copd,0.0,0.0
0,cord,0.0,0.0
0,currently,0.0,0.0
0,death,0.0,0.0
0,decline,0.0,0.0
0,degeneration,0.0,0.0
0,dementia,0.0,0.0
0,depression,0.0,0.0
0,diabetes,0.0,0.0
0,diagnose,0.0,0.0
0,diagnosis,0.0,0.0
0,diet,0.0,0.0
0,disability,0.0,0.0
0,disease,1.0,1.0
0,domiciliary,0.0,1.0
0,early,0.0,0.0
0,eddie,0.0,0.0
0,elderly,0.0,0.0
0,exercise,0.0,1.0
0,experience,0.0,0.0
0,facility,0.0,0.0
0,failure,1.0,1.0
0,fall,0.0,0.0
0,follow,0.0,0.0
0,form,0.0,0.0
0,fracture,0.0,0.0
0,frontotemporal,0.0,0.0
0,function,0.0,0.0
0,gradual,0.0,0.0
0,health,0.0,0.0
0,heart,1.0,1.0
0,high,0.0,0.0
0,history,0.0,0.0
0,home,1.0,0.0
0,huntington,0.0,0.0
0,hypertension,0.0,0.0
