doc_num,word,word_count_male,word_count_female
0,24,0.0,0.0
0,75,0.0,0.0
0,76,0.0,0.0
0,78,0.0,0.0
0,79,0.0,0.0
0,80,0.0,0.0
0,81,0.0,0.0
0,82,0.0,0.0
0,83,0.0,0.0
0,84,0.0,0.0
0,85,0.0,0.0
0,86,0.0,0.0
0,87,0.0,0.0
0,88,0.0,0.0
0,89,0.0,0.0
0,90,0.0,0.0
0,91,0.0,0.0
0,92,1.0,1.0
0,93,0.0,0.0
0,94,0.0,0.0
0,ability,0.0,0.0
0,able,0.0,0.0
0,acid,0.0,0.0
0,active,0.0,0.0
0,activity,0.0,1.0
0,adjustment,0.0,0.0
0,adult,0.0,0.0
0,advance,0.0,0.0
0,advanced,1.0,1.0
0,affect,0.0,0.0
0,age,0.0,0.0
0,agitate,0.0,0.0
0,agitation,0.0,0.0
0,alzheimer,1.0,1.0
0,approach,0.0,0.0
0,artery,0.0,0.0
0,arthritis,0.0,0.0
0,aspect,0.0,0.0
0,assessment,0.0,0.0
0,assist,0.0,0.0
0,assistance,1.0,1.0
0,assisted,0.0,0.0
0,atrial,0.0,0.0
0,balance,0.0,0.0
0,bathing,0.0,0.0
0,behavior,0.0,0.0
0,beta,0.0,0.0
0,bind,0.0,0.0
0,blocker,0.0,0.0
0,blood,0.0,0.0
0,body,0.0,0.0
0,bone,0.0,0.0
0,bradykinesia,0.0,0.0
0,brain,0.0,0.0
0,breathe,0.0,0.0
0,breathing,0.0,0.0
0,bronchitis,0.0,0.0
0,cancer,0.0,0.0
0,cane,0.0,0.0
0,care,1.0,1.0
0,careful,0.0,0.0
0,carefully,0.0,0.0
0,carer,0.0,0.0
0,cause,0.0,0.0
0,center,0.0,0.0
0,challenge,0.0,0.0
0,change,0.0,0.0
0,check,0.0,0.0
0,cholesterol,0.0,0.0
0,cholinergic,0.0,0.0
0,chronic,1.0,1.0
0,cleaning,0.0,0.0
0,clock,0.0,0.0
0,close,0.0,0.0
0,closely,0.0,0.0
0,cognitive,0.0,0.0
0,coma,0.0,0.0
0,combination,0.0,0.0
0,combine,0.0,0.0
0,comfort,0.0,0.0
0,common,0.0,0.0
0,communication,0.0,0.0
0,complete,0.0,0.0
0,complex,0.0,0.0
0,complication,0.0,0.0
0,comprehensive,0.0,0.0
0,concentrate,0.0,0.0
0,concentration,0.0,0.0
0,concentrator,0.0,0.0
0,condition,0.0,0.0
0,confusion,0.0,0.0
0,congestive,0.0,0.0
0,constant,0.0,0.0
0,continuous,0.0,0.0
0,control,0.0,0.0
0,cooking,0.0,0.0
0,coordination,0.0,0.0
0,copd,0.0,0.0
0,correctly,0.0,0.0
0,coughing,0.0,0.0
0,creatinine,0.0,0.0
0,daily,0.0,1.0
0,day,0.0,0.0
0,death,0.0,0.0
0,decline,0.0,0.0
0,degeneration,0.0,0.0
0,dementia,0.0,0.0
0,dependent,0.0,0.0
0,depression,0.0,0.0
0,design,0.0,0.0
0,despite,0.0,0.0
0,detect,0.0,0.0
0,diabetes,0.0,0.0
0,diagnose,0.0,0.0
0,diagnosis,0.0,0.0
0,dialysis,0.0,0.0
0,diet,0.0,0.0
0,dietitian,0.0,0.0
0,difficult,0.0,0.0
0,dignity,0.0,0.0
0,discharge,0.0,0.0
0,disease,2.0,2.0
0,distances,0.0,0.0
0,diuretic,0.0,0.0
0,dress,0.0,0.0
0,dressing,0.0,0.0
0,elderly,0.0,0.0
0,employ,0.0,0.0
0,enjoy,0.0,0.0
0,ensure,0.0,0.0
0,environment,0.0,0.0
0,equipment,0.0,0.0
