doc_num,word,word_count_female,word_count_male
0,24,0.0,0.0
0,76,0.0,0.0
0,78,0.0,0.0
0,79,1.0,1.0
0,80,0.0,0.0
0,81,0.0,0.0
0,82,0.0,0.0
0,83,0.0,0.0
0,84,0.0,0.0
0,85,0.0,0.0
0,86,0.0,0.0
0,87,0.0,0.0
0,88,0.0,0.0
0,89,0.0,0.0
0,90,0.0,0.0
0,91,0.0,0.0
0,92,0.0,0.0
0,ability,0.0,0.0
0,access,0.0,0.0
0,accessible,0.0,0.0
0,accommodate,0.0,0.0
0,active,0.0,0.0
0,actively,0.0,1.0
0,activity,1.0,1.0
0,adapt,0.0,0.0
0,adaptation,0.0,0.0
0,adaptive,0.0,0.0
0,add,0.0,2.0
0,addition,0.0,0.0
0,additional,1.0,0.0
0,address,0.0,0.0
0,adhere,0.0,0.0
0,adherence,0.0,0.0
0,adjust,1.0,0.0
0,adjusted,0.0,0.0
0,adjustment,0.0,0.0
0,administer,0.0,0.0
0,administration,0.0,0.0
0,adopt,0.0,0.0
0,adult,0.0,0.0
0,advance,0.0,0.0
0,advanced,0.0,0.0
0,affect,0.0,1.0
0,age,0.0,0.0
0,agent,0.0,0.0
0,aggression,0.0,0.0
0,agitate,0.0,0.0
0,agitation,0.0,0.0
0,ago,0.0,0.0
0,agonist,0.0,0.0
0,aid,1.0,1.0
0,aim,0.0,0.0
0,air,0.0,0.0
0,akin,0.0,0.0
0,alarm,0.0,0.0
0,alert,1.0,1.0
0,align,0.0,0.0
0,alleviate,0.0,0.0
0,alongside,0.0,0.0
0,alzheimer,0.0,0.0
0,animal,0.0,0.0
0,anxiety,0.0,0.0
0,appetite,0.0,0.0
0,appreciate,0.0,0.0
0,approach,0.0,0.0
0,appropriate,0.0,0.0
0,appropriately,1.0,0.0
0,arise,0.0,0.0
0,aromatherapy,0.0,0.0
0,arrange,0.0,1.0
0,art,0.0,0.0
0,artery,0.0,0.0
0,arthritis,0.0,0.0
0,aspect,0.0,0.0
0,aspiration,1.0,0.0
0,assess,1.0,0.0
0,assessment,0.0,0.0
0,assist,0.0,1.0
0,assistance,1.0,1.0
0,assisted,0.0,0.0
0,atmosphere,0.0,0.0
0,attend,0.0,0.0
0,attention,0.0,0.0
0,attentiveness,0.0,0.0
0,audio,0.0,0.0
0,balance,0.0,0.0
0,balanced,0.0,0.0
0,bar,0.0,0.0
0,base,0.0,0.0
0,bathing,0.0,0.0
0,bathroom,0.0,0.0
0,bear,0.0,0.0
0,bed,0.0,0.0
0,behavior,0.0,0.0
0,behavioral,0.0,0.0
0,behaviorist,0.0,0.0
0,benefit,0.0,0.0
0,beta,0.0,0.0
0,bind,0.0,0.0
0,binder,0.0,0.0
0,bingo,0.0,0.0
0,bird,0.0,0.0
0,bisphosphonate,0.0,0.0
0,blind,0.0,0.0
0,blindness,0.0,0.0
0,blocker,0.0,0.0
0,blood,0.0,0.0
0,body,0.0,0.0
0,bone,0.0,0.0
0,book,0.0,0.0
0,brace,0.0,0.0
0,bradykinesia,0.0,0.0
0,breast,0.0,0.0
0,breathe,0.0,0.0
0,breathing,0.0,0.0
0,bring,0.0,0.0
0,bronchodilator,0.0,0.0
0,build,0.0,0.0
0,calcium,0.0,0.0
0,calm,0.0,0.0
0,calming,0.0,0.0
0,calmness,0.0,0.0
0,cancer,0.0,0.0
0,carbohydrate,0.0,0.0
0,cardiac,0.0,0.0
0,cardiovascular,0.0,0.0
0,care,6.0,4.0
0,careful,0.0,1.0
0,carefully,0.0,0.0
0,caregiver,0.0,0.0
0,carer,0.0,1.0
0,catch,0.0,0.0
0,cater,0.0,0.0
0,cause,0.0,0.0
0,cautious,0.0,0.0
0,center,0.0,0.0
0,challenge,0.0,0.0
0,change,0.0,0.0
0,characterize,0.0,0.0
0,check,0.0,0.0
0,chemotherapy,0.0,0.0
