doc_num,word,word_count_male,word_count_female
0,24,0.0,0.0
0,75,0.0,0.0
0,76,0.0,0.0
0,78,0.0,0.0
0,79,0.0,0.0
0,80,0.0,0.0
0,81,0.0,0.0
0,82,0.0,0.0
0,83,0.0,0.0
0,84,0.0,0.0
0,85,0.0,0.0
0,86,0.0,0.0
0,87,0.0,0.0
0,88,0.0,0.0
0,89,0.0,0.0
0,90,0.0,0.0
0,91,0.0,0.0
0,92,1.0,1.0
0,93,0.0,0.0
0,94,0.0,0.0
0,ability,0.0,0.0
0,able,0.0,0.0
0,active,0.0,0.0
0,actively,0.0,0.0
0,activity,0.0,0.0
0,adaptive,0.0,0.0
0,additional,0.0,0.0
0,address,0.0,0.0
0,adjust,0.0,0.0
0,adjustment,0.0,0.0
0,administer,0.0,0.0
0,adult,0.0,0.0
0,advance,0.0,0.0
0,advanced,1.0,1.0
0,affect,0.0,0.0
0,age,0.0,0.0
0,agitation,0.0,0.0
0,aid,0.0,0.0
0,airway,0.0,0.0
0,alumna,0.0,0.0
0,alzheimer,1.0,1.0
0,anticoagulant,0.0,0.0
0,anxiety,0.0,0.0
0,approach,0.0,1.0
0,aromatherapy,0.0,0.0
0,art,0.0,0.0
0,artery,0.0,0.0
0,arthritis,0.0,0.0
0,assign,0.0,0.0
0,assist,0.0,0.0
0,assistance,0.0,0.0
0,atrial,0.0,0.0
0,attend,0.0,0.0
0,audiologist,0.0,0.0
0,avid,0.0,0.0
0,backyard,0.0,0.0
0,balance,0.0,0.0
0,balanced,0.0,0.0
0,bathing,0.0,0.0
0,behavior,0.0,0.0
0,beneficial,0.0,0.0
0,beta,0.0,0.0
0,bind,0.0,0.0
0,blocker,0.0,0.0
0,blood,0.0,0.0
0,body,0.0,0.0
0,bone,0.0,0.0
0,book,0.0,0.0
0,brace,0.0,0.0
0,brain,0.0,0.0
0,break,0.0,0.0
0,breathing,0.0,0.0
0,bronchitis,0.0,0.0
0,california,0.0,0.0
0,calming,0.0,0.0
0,cancer,0.0,0.0
0,cardiac,0.0,0.0
0,care,1.0,2.0
0,careful,0.0,0.0
0,carefully,0.0,0.0
0,caregiver,0.0,0.0
0,carer,0.0,0.0
0,cause,0.0,0.0
0,center,0.0,1.0
0,certain,0.0,0.0
0,challenge,0.0,0.0
0,change,0.0,0.0
0,characterize,0.0,0.0
0,chess,0.0,0.0
0,chew,0.0,0.0
0,cholesterol,0.0,0.0
0,chronic,1.0,1.0
0,classical,0.0,0.0
0,clock,0.0,0.0
0,close,0.0,0.0
0,closely,0.0,0.0
0,club,0.0,0.0
0,cognitive,0.0,0.0
0,combination,0.0,0.0
0,combine,0.0,0.0
0,comfort,0.0,0.0
0,comfortable,0.0,0.0
0,commit,0.0,0.0
0,common,0.0,0.0
0,communicate,1.0,0.0
0,communication,0.0,0.0
0,compassionate,0.0,0.0
0,complete,0.0,0.0
0,complex,0.0,0.0
0,complication,0.0,0.0
0,comprehensive,0.0,0.0
0,concentrator,0.0,0.0
0,condition,0.0,0.0
0,conduct,0.0,0.0
0,confused,0.0,0.0
0,confusion,0.0,0.0
0,congestive,0.0,0.0
0,consider,0.0,0.0
0,continuous,0.0,0.0
0,control,0.0,0.0
0,coordination,0.0,0.0
0,copd,0.0,0.0
0,correctly,0.0,0.0
0,council,0.0,0.0
0,counseling,0.0,0.0
0,creative,0.0,0.0
0,daily,0.0,0.0
0,daniel,0.0,0.0
0,day,0.0,0.0
0,decide,0.0,0.0
0,decision,0.0,0.0
0,decline,0.0,0.0
0,dedicate,0.0,0.0
0,dedicated,0.0,0.0
