doc_num,word,word_count_female,word_count_male
0,24,0.0,0.0
0,76,0.0,0.0
0,78,0.0,0.0
0,79,1.0,1.0
0,80,0.0,0.0
0,81,0.0,0.0
0,82,0.0,0.0
0,83,0.0,0.0
0,84,0.0,0.0
0,85,0.0,0.0
0,86,0.0,0.0
0,87,0.0,0.0
0,88,0.0,0.0
0,89,0.0,0.0
0,90,0.0,0.0
0,91,0.0,0.0
0,92,0.0,0.0
0,ability,0.0,0.0
0,able,0.0,0.0
0,accommodate,0.0,0.0
0,activate,0.0,0.0
0,active,0.0,0.0
0,actively,0.0,0.0
0,activity,0.0,0.0
0,adapt,0.0,0.0
0,adaptive,0.0,0.0
0,additional,0.0,0.0
0,administer,0.0,0.0
0,adult,0.0,0.0
0,advance,0.0,0.0
0,advanced,0.0,0.0
0,affect,0.0,0.0
0,age,0.0,0.0
0,agent,0.0,0.0
0,agitate,0.0,0.0
0,agitation,0.0,0.0
0,alert,0.0,0.0
0,alzheimer,0.0,0.0
0,anti,0.0,0.0
0,anxiety,0.0,0.0
0,anxious,0.0,0.0
0,approach,0.0,0.0
0,aromatherapy,0.0,0.0
0,art,0.0,0.0
0,arthritis,0.0,0.0
0,aspect,0.0,0.0
0,aspiration,0.0,0.0
0,assist,0.0,1.0
0,assistance,0.0,0.0
0,attend,0.0,0.0
0,attention,0.0,0.0
0,avid,0.0,0.0
0,balance,0.0,0.0
0,bathing,0.0,0.0
0,bed,0.0,0.0
0,behavior,0.0,0.0
0,beta,0.0,0.0
0,bind,0.0,0.0
0,blind,0.0,0.0
0,blocker,0.0,0.0
0,blood,0.0,0.0
0,body,0.0,0.0
0,bone,0.0,0.0
0,book,0.0,0.0
0,bradykinesia,0.0,0.0
0,brain,0.0,0.0
0,breast,0.0,0.0
0,breathing,0.0,0.0
0,bring,0.0,0.0
0,cancer,0.0,0.0
0,care,0.0,0.0
0,caregiver,0.0,0.0
0,carer,1.0,1.0
0,cater,0.0,0.0
0,cause,0.0,0.0
0,center,0.0,0.0
0,challenge,0.0,0.0
0,chronic,1.0,1.0
0,class,0.0,0.0
0,close,0.0,0.0
0,club,0.0,0.0
0,cognitive,0.0,0.0
0,combination,0.0,0.0
0,comfort,0.0,0.0
0,communication,0.0,0.0
0,completely,0.0,0.0
0,complex,0.0,0.0
0,concentrator,0.0,0.0
0,concern,0.0,0.0
0,condition,0.0,1.0
0,confused,0.0,0.0
0,confusion,0.0,0.0
0,congestive,0.0,0.0
0,control,0.0,0.0
0,cooking,0.0,0.0
0,coordination,0.0,0.0
0,copd,0.0,0.0
0,cord,0.0,0.0
0,counseling,0.0,0.0
0,daily,1.0,1.0
0,day,1.0,1.0
0,decline,0.0,0.0
0,deformity,0.0,0.0
0,degeneration,0.0,0.0
0,dementia,0.0,0.0
0,depression,0.0,0.0
0,design,0.0,0.0
0,despite,0.0,0.0
0,detail,0.0,0.0
0,develop,0.0,0.0
0,diabetes,0.0,0.0
0,diagnose,0.0,0.0
0,diagnosis,0.0,0.0
0,dialysis,0.0,0.0
0,diet,0.0,0.0
0,dietary,0.0,0.0
0,difficult,0.0,0.0
0,dignity,0.0,0.0
0,disability,0.0,0.0
0,disease,1.0,1.0
0,distances,0.0,0.0
0,distract,0.0,0.0
0,diuretic,0.0,0.0
0,documentary,0.0,0.0
0,dog,0.0,0.0
0,domiciliary,0.0,0.0
0,dr,0.0,0.0
0,dressing,0.0,0.0
0,drug,0.0,0.0
0,early,0.0,0.0
0,eat,0.0,0.0
0,elderly,0.0,0.0
0,engage,0.0,0.0
0,enjoy,0.0,0.0
0,ensure,0.0,0.0
0,environment,0.0,0.0
0,equip,0.0,0.0
0,event,0.0,0.0
0,exercise,0.0,0.0
0,exertion,0.0,0.0
0,experience,0.0,1.0
0,experiment,0.0,0.0
0,expression,0.0,0.0
