doc_num,word,word_count_female,word_count_male
0,76,0.0,0.0
0,78,0.0,0.0
0,79,1.0,1.0
0,80,0.0,0.0
0,81,0.0,0.0
0,82,0.0,0.0
0,83,0.0,0.0
0,84,0.0,0.0
0,85,0.0,0.0
0,86,0.0,0.0
0,87,0.0,0.0
0,88,0.0,0.0
0,89,0.0,0.0
0,90,0.0,0.0
0,91,0.0,0.0
0,92,0.0,0.0
0,aaron,0.0,0.0
0,ability,0.0,0.0
0,able,0.0,1.0
0,activity,2.0,1.0
0,adjust,0.0,0.0
0,adult,0.0,0.0
0,advance,0.0,0.0
0,advanced,0.0,0.0
0,affect,0.0,0.0
0,age,0.0,0.0
0,agitate,0.0,0.0
0,alzheimer,0.0,0.0
0,anxious,0.0,0.0
0,artery,0.0,0.0
0,arthritis,0.0,0.0
0,aspect,0.0,0.0
0,assist,0.0,0.0
0,assistance,2.0,1.0
0,assisted,0.0,0.0
0,attention,0.0,0.0
0,available,0.0,0.0
0,balance,0.0,0.0
0,bathing,0.0,0.0
0,bed,0.0,0.0
0,beta,0.0,0.0
0,bind,0.0,0.0
0,blocker,0.0,0.0
0,blood,0.0,0.0
0,body,0.0,0.0
0,bone,0.0,0.0
0,bradykinesia,0.0,0.0
0,brain,0.0,0.0
0,breast,0.0,0.0
0,breathe,0.0,0.0
0,breathing,0.0,0.0
0,calcium,0.0,0.0
0,california,0.0,0.0
0,cancer,0.0,0.0
0,care,0.0,0.0
0,careful,0.0,0.0
0,carefully,0.0,0.0
0,caregiver,0.0,0.0
0,carer,0.0,0.0
0,caring,0.0,0.0
0,carry,0.0,0.0
0,cause,0.0,0.0
0,cdc,0.0,0.0
0,challenge,0.0,0.0
0,chemotherapy,0.0,0.0
0,chronic,1.0,1.0
0,closely,0.0,0.0
0,cognitive,0.0,0.0
0,combination,0.0,0.0
0,combine,0.0,0.0
0,communicate,0.0,0.0
0,communication,0.0,0.0
0,completely,0.0,0.0
0,complex,0.0,0.0
0,comprehensive,0.0,0.0
0,concentrate,0.0,0.0
0,condition,0.0,0.0
0,confused,0.0,0.0
0,confusion,0.0,0.0
0,congestive,0.0,0.0
0,constantly,0.0,0.0
0,control,0.0,0.0
0,cook,1.0,0.0
0,coordination,0.0,0.0
0,copd,0.0,0.0
0,cord,0.0,0.0
0,daily,2.0,1.0
0,day,0.0,0.0
0,decline,0.0,0.0
0,deformity,0.0,0.0
0,dementia,0.0,0.0
0,dependent,0.0,0.0
0,depression,0.0,0.0
0,develop,0.0,0.0
