doc_num,pred,NEGATIVE,POSITIVE
0,0.3333333333333333,0.6656704058666667,0.3343295920666667
1,0.6666666666666666,0.4083062448666667,0.5916937518333333
2,0.3333333333333333,0.6678712696666667,0.33212873820000005
3,0.6666666666666666,0.3334514501333334,0.6665485624333333
4,0.6666666666666666,0.3398951786666667,0.6601048243333333
5,0.3333333333333333,0.6641894869333334,0.3358104946666667
6,0.3333333333333333,0.6639242509666666,0.33607574186666667
7,0.6666666666666666,0.3345622125,0.665437782
8,0.5,0.4982943247,0.501705714
9,0.3333333333333333,0.6648188054666667,0.33518116969
10,0.3333333333333333,0.6630953198666666,0.3369047083
11,0.5,0.4982284047,0.50177161635
12,0.6666666666666666,0.3398951786666667,0.6601048243333333
13,0.3333333333333333,0.6639188176333334,0.33608115853333337
14,0.3333333333333333,0.6648188054666667,0.33518116969
15,0.3333333333333333,0.6641735869333333,0.33582640716666673
16,0.6666666666666666,0.3345748428333333,0.6654251486666667
17,0.3333333333333333,0.6645471598666667,0.3354528311
18,0.6666666666666666,0.33357577973333336,0.6664242054333332
19,0.3333333333333333,0.6652487635666667,0.3347512414666667
20,0.6666666666666666,0.3312815834666667,0.6687184386666667
21,0.6666666666666666,0.33590841743333333,0.6640916037666668
22,0.6666666666666666,0.33533200523333334,0.6646680161666666
23,0.6666666666666666,0.3333303742666667,0.6666696614666666
24,0.6666666666666666,0.33491981406666665,0.6650801876666667
25,0.6666666666666666,0.33442405346666665,0.6655759642333333
26,0.3333333333333333,0.6648838637333333,0.3351161374
27,1.0,0.001783695,0.9982163000000001
28,0.3333333333333333,0.6639188176333334,0.33608115853333337
29,0.6666666666666666,0.32857612043333334,0.6714239033333333
30,0.6666666666666666,0.33555207300000006,0.6644479346666666
31,0.6666666666666666,0.33386685146666667,0.666133167
32,0.6666666666666666,0.3364361736666666,0.6635638295
33,0.6666666666666666,0.3325780955666667,0.6674218766666667
34,0.6666666666666666,0.3348260228,0.6651739876666667
35,0.6666666666666666,0.33640792300000005,0.6635920685
36,0.3333333333333333,0.6648199779,0.3351800406
37,0.5,0.4994076841,0.50059234685
38,0.3333333333333333,0.6648199779,0.3351800406
39,0.5,0.4994076841,0.50059234685
40,0.6666666666666666,0.33164627556666665,0.668353708
41,0.6666666666666666,0.3325780955666667,0.6674218766666667
42,0.5,0.498418491425,0.50158153075
43,0.6666666666666666,0.33642896980000003,0.6635710235333333
