doc_num,pred,NEGATIVE,POSITIVE
0,0.6666666666666666,0.33359578840000004,0.6664041986666667
1,0.0,0.9886037666666666,0.011396252766666668
2,0.3333333333333333,0.6628817239,0.3371182781666667
3,0.3333333333333333,0.666222963,0.33377699745
4,1.0,0.11475496435,0.88524505
5,0.3333333333333333,0.6617483841333334,0.33825162000000003
6,1.0,0.11475496435,0.88524505
7,0.3333333333333333,0.6614895174666667,0.33851048933333333
8,0.3333333333333333,0.673607035,0.32639295813333336
9,0.3333333333333333,0.669817054,0.3301829481333333
10,0.6666666666666666,0.3392547458333333,0.6607452426666667
11,0.5,0.48867649129999996,0.5113235225
12,0.0,0.9934100833333334,0.006589877433333333
13,0.6666666666666666,0.3328443429333333,0.6671556606666668
14,0.5,0.5019054635,0.49809458560000003
15,0.6666666666666666,0.33209023499999996,0.6679097378333333
16,1.0,0.027334847,0.9726652
17,0.0,0.99517755,0.004822476250000001
18,0.6666666666666666,0.33199267643333336,0.6680073028333333
19,0.6666666666666666,0.33277940666666667,0.667220563
20,0.3333333333333333,0.6727419433333334,0.3272580539666667
21,0.6666666666666666,0.33352608226666663,0.6664739381333333
22,0.3333333333333333,0.6635277611,0.33647227453333334
23,1.0,0.030998839049999997,0.96900113
24,0.6666666666666666,0.33277940666666667,0.667220563
25,0.3333333333333333,0.6634457235666666,0.33655425840000003
26,1.0,0.0170237374,0.9829762550000001
27,0.3333333333333333,0.6647771423333334,0.33522282600000003
28,0.3333333333333333,0.6669151823333334,0.3330848073
29,0.3333333333333333,0.6688067156666667,0.3311932739666667
30,0.0,0.9356420333333334,0.06435796666666667
31,0.6666666666666666,0.33277940666666667,0.667220563
32,0.6666666666666666,0.3345692765333333,0.6654307436333333
33,1.0,0.02533470425,0.9746653000000001
34,0.3333333333333333,0.6688067156666667,0.3311932739666667
35,0.5,0.499749018,0.5002510141500001
36,1.0,0.02533470425,0.9746653000000001
37,0.3333333333333333,0.6065116481,0.39348833350000006
38,0.5,0.49841592225,0.50158401815
39,0.5,0.49840533800000003,0.50159466675
40,0.3333333333333333,0.675392469,0.32460751186666664
41,0.5,0.49817407225,0.5018258875
42,0.6666666666666666,0.358713078,0.6412869191333334
43,0.5,0.6513662,0.3486337745
44,0.6666666666666666,0.33772502249999997,0.6622749688999999
45,0.5,0.49686264189999996,0.5031374035
46,0.6666666666666666,0.34163911306666667,0.6583608703333333
47,0.6666666666666666,0.3340833147,0.6659167049333333
48,0.6666666666666666,0.3400598476666667,0.6599401645666666
49,0.3333333333333333,0.6647631435666667,0.33523686653333334
50,0.3333333333333333,0.6796083139999999,0.32039169456666666
51,0.3333333333333333,0.6850906076666666,0.3149093852666666
52,0.6666666666666666,0.3328893177333333,0.6671106502
53,1.0,0.003642974933333333,0.9963570266666667
54,1.0,0.0028567392666666667,0.99714327
55,0.6666666666666666,0.33757257946666663,0.6624274308
56,0.6666666666666666,0.3353839842,0.6646160253333333
57,0.3333333333333333,0.6641213722,0.3358786423333333
58,0.3333333333333333,0.6647208546666666,0.3352791118333333
59,0.5,0.504999977,0.49499998515
60,0.6666666666666666,0.33377213976666664,0.6662278774333333
61,0.3333333333333333,0.6630843544333332,0.33691567834333336
62,0.6666666666666666,0.3349611853666667,0.6650388208333333
63,0.0,0.9925575766666667,0.007442444666666667
64,0.5,0.49863275749999997,0.50136722825
65,0.5,0.502547039,0.497452995
66,0.3333333333333333,0.667602293,0.332397726
67,0.6666666666666666,0.3310650930666667,0.6689348913333334
68,0.5,0.49598629135,0.50401367275
69,0.5,0.4986105161,0.501389458
70,0.5,0.504287669,0.495712317
71,0.5,0.4991945661,0.50080537865
72,1.0,0.0019983616333333334,0.9980016133333334
73,0.3333333333333333,0.6633912608666667,0.3366087271666667
74,0.6666666666666666,0.33396712086666663,0.666032863
75,0.3333333333333333,0.6645006047,0.3354993443666667
76,0.6666666666666666,0.3334869665,0.6665130322666667
77,0.6666666666666666,0.3371198527666666,0.6628801513333333
78,0.5,0.4996810191,0.50031896765
79,1.0,0.00149637765,0.9985036249999999
80,0.5,0.5016302341500001,0.4983698006
81,0.5,0.502153192,0.49784683560000004
82,0.6666666666666666,0.33321020183333333,0.6667897696666666
83,0.5,0.49725804599999995,0.5027419225
84,0.6666666666666666,0.33231182956666666,0.6676882213333334
85,0.3333333333333333,0.6642672410666667,0.33573275543333336
86,0.6666666666666666,0.3678228344666667,0.6321771659333333
87,0.0,0.99483603,0.00516400135
88,0.0,0.99580177,0.004198221
89,0.3333333333333333,0.6617486546333333,0.3382513505
90,0.0,0.9635424,0.036457613
91,0.3333333333333333,0.6694989713333334,0.3305010334333333
92,0.5,0.5031586905000001,0.4968413505
93,0.3333333333333333,0.6632335176666667,0.3367665160666667
94,0.3333333333333333,0.6640758394666667,0.3359241819
95,0.5,0.48942623015,0.5105737765
96,1.0,0.0011404765,0.998859485
97,0.3333333333333333,0.6644649706333333,0.3355350496666667
98,0.3333333333333333,0.6664712693333333,0.33352872530000005
99,0.3333333333333333,0.6659177402333333,0.3340822730233333
100,0.5,0.5004533055,0.4995467316
101,0.6666666666666666,0.3337278392,0.666272163
102,0.6666666666666666,0.33647584453333335,0.6635241516666667
103,0.3333333333333333,0.6755303666666667,0.3244696491
104,1.0,0.0028999522499999998,0.997100035
105,0.0,0.99658872,0.0034113130333333335
106,0.3333333333333333,0.67166341,0.3283366032333333
