doc_num,pred,NEGATIVE,POSITIVE
0,0.875,0.12661244363750002,0.87338754005
1,0.3333333333333333,0.6650107345666667,0.3349892610333333
2,0.8571428571428571,0.15581582567142857,0.8441841652857143
3,0.875,0.134709639075,0.8652903620625
4,0.8333333333333334,0.16846790086666666,0.8315320963333334
5,0.7142857142857143,0.2844625621857143,0.7155374571857143
6,0.8,0.20413835038,0.7958616495199999
7,0.8,0.19810518604,0.801894815
8,0.875,0.1286137287875,0.8713862661875
9,0.6,0.39455155924,0.6054484254
10,0.8571428571428571,0.14227383962857143,0.8577261382857142
11,0.8571428571428571,0.14460009892857142,0.8553998788571429
12,0.7142857142857143,0.2849569682,0.7150430427571429
13,0.8,0.18834874856,0.8116512419999999
14,0.75,0.2693146144625,0.730685359625
15,0.8571428571428571,0.15403321265714284,0.8459667821428571
16,0.7142857142857143,0.3143876639142857,0.6856123602857143
17,0.75,0.24822849385,0.751771499625
18,0.7142857142857143,0.2852762406857143,0.7147237584857142
19,1.0,0.0025414896166666666,0.997458525
20,0.7142857142857143,0.28454891120000003,0.7154510998857143
21,0.5714285714285714,0.4256647568857143,0.5743352593285714
22,1.0,0.001803133025,0.99819686875
23,0.6666666666666666,0.32537545961666664,0.6746245578333333
24,1.0,0.001838335525,0.9981616725
25,0.5,0.4515473206125,0.548452680325
26,0.875,0.1588216678875,0.84117830925
27,1.0,0.0020779996199999998,0.997922026
28,0.5555555555555556,0.4391684432666667,0.5608315788777778
29,0.6666666666666666,0.33126326246666665,0.6687367681666667
30,1.0,0.002875944283333333,0.9971240383333333
31,0.8333333333333334,0.16462193675,0.835378065
32,0.75,0.21826743333749998,0.78173256375
33,0.75,0.249165496925,0.750834500375
34,0.5,0.49010320129999996,0.5098968144666667
35,1.0,0.0014644982125,0.9985354762499999
36,0.8888888888888888,0.11340374572222224,0.8865962573333334
37,1.0,0.0012285961,0.9987714149999999
38,0.8571428571428571,0.1444514216857143,0.8555485851428573
39,0.8571428571428571,0.14392940195714288,0.8560706064142857
40,0.6666666666666666,0.33276832301666665,0.6672316983666667
41,0.5714285714285714,0.4299642539285714,0.5700357675000001
42,0.75,0.24890637871250001,0.751093617125
43,0.7777777777777778,0.22157866478888888,0.778421351
44,0.6666666666666666,0.33380574558333337,0.6661942765166666
45,0.8333333333333334,0.16717738121666667,0.8328225993333334
46,0.8,0.18691718998,0.813082802
47,0.8333333333333334,0.16683634726666666,0.8331636672333333
48,0.7142857142857143,0.2858991018714286,0.7141009198285715
49,0.6666666666666666,0.33263187096666663,0.6673681427333333
50,0.8333333333333334,0.16645720426666666,0.8335427745
51,0.7142857142857143,0.2851443601285714,0.7148556432857143
52,1.0,0.009136675216666668,0.9908633183333334
53,0.6666666666666666,0.33208599823333335,0.66791401
54,1.0,0.0021549240000000003,0.9978450900000001
55,0.8333333333333334,0.16645124998333335,0.8335487661666666
56,0.8,0.20050950216000002,0.799490492
57,0.8,0.19905417742,0.8009458287000001
58,1.0,0.0015405094833333334,0.99845951
59,0.75,0.25006718355,0.7499328084125
60,0.6666666666666666,0.3148069218833333,0.6851930782333334
61,0.8571428571428571,0.16749283121428574,0.8325071541428571
62,0.6666666666666666,0.3279554771666667,0.6720445417333334
63,0.6666666666666666,0.3312451879833333,0.6687548128333334
64,0.8571428571428571,0.14324590045714286,0.8567540961428571
65,0.75,0.24778404525,0.7522159562499999
66,0.7142857142857143,0.2837674045285714,0.7162325875000001
67,1.0,0.0024671281333333334,0.9975328616666667
68,0.7142857142857143,0.2778375073714286,0.7221624801428571
69,0.8333333333333334,0.166368583,0.8336314288333333
70,0.8333333333333334,0.16711017009999998,0.8328898246666667
71,0.8333333333333334,0.16669265025,0.8333073372333333
72,1.0,0.006102036283333333,0.9938979899999999
73,1.0,0.0019083691428571428,0.998091632857143
74,0.5714285714285714,0.4268604925857143,0.5731395238
75,0.6666666666666666,0.3325416297666666,0.6674583450166667
76,0.8571428571428571,0.14383821328571428,0.856161786857143
77,0.8,0.19775105754,0.8022489540000001
78,1.0,0.0018601713857142857,0.9981398114285714
79,0.875,0.12600934354999999,0.8739906660375
80,0.5714285714285714,0.4257286953,0.5742712957571429
81,0.8571428571428571,0.1439639142,0.8560360705714285
82,0.8333333333333334,0.16661678243333333,0.83338322075
83,0.8,0.19977832312000002,0.800221691
84,0.3333333333333333,0.6632509094666666,0.33674912240000004
85,0.7142857142857143,0.28644203612857144,0.7135579692142857
86,0.6666666666666666,0.33026884431666664,0.6697311496666667
87,0.6666666666666666,0.33228646995,0.6677135261666667
88,0.8571428571428571,0.1442018481,0.8557981370428571
89,1.0,0.06994410774000001,0.930055892
90,0.8333333333333334,0.1707688367,0.8292311586166666
91,0.6,0.39747008236000003,0.6025299131999999
92,0.8333333333333334,0.16700418628333336,0.8329958236666667
93,0.8571428571428571,0.1439184333,0.8560815792857143
94,0.8333333333333334,0.16881569094999996,0.8311843154499999
95,1.0,0.007172366485714286,0.9928276228571429
