doc_num,pred,NEGATIVE,POSITIVE
0,1.0,0.00190360045,0.9980963925
1,0.8,0.20022747752,0.79977252268
2,1.0,0.003727830725,0.99627216
3,1.0,0.00123526014,0.9987647479999999
4,1.0,0.00955591872,0.990444092
5,0.6666666666666666,0.3321624521,0.6678375275
6,1.0,0.0058150128,0.9941849819999999
7,0.6,0.40125561742000004,0.59874440166
8,1.0,0.00217101285,0.9978290275
9,0.8,0.20126538452,0.79873464626
10,0.6666666666666666,0.33277561041666665,0.6672243602166666
11,0.6,0.39547977932,0.6045202573
12,1.0,0.0029419366000000002,0.9970580739999999
13,0.8,0.19910480842,0.8008951884
14,0.8,0.20036967830000002,0.7996303088000001
15,0.6666666666666666,0.33337434073333333,0.6666256485166667
16,0.6666666666666666,0.3344189316333333,0.6655810835166667
17,0.8,0.16996900796,0.83003099
18,0.6,0.39054122001999997,0.6094587796
19,0.75,0.247209454975,0.752790556
20,1.0,0.00192272008,0.998077292
21,0.6,0.33303643907999997,0.6669635392
22,1.0,0.0024557167999999996,0.9975442940000001
23,1.0,0.0025577925200000002,0.997442192
24,0.8,0.20010900868,0.79989098352
25,0.8,0.21501628124,0.78498372592
26,0.6666666666666666,0.3336133407833333,0.6663866565666666
27,0.8,0.19514063507999999,0.8048593424
28,0.8,0.2029750074,0.7970250059199999
29,0.8333333333333334,0.16861912391666667,0.8313808796000001
30,1.0,0.001166114325,0.99883389
31,1.0,0.00314743396,0.996852548
32,0.6,0.40039195834,0.59960805102
33,0.8333333333333334,0.16713939458333335,0.8328606043333333
34,0.8,0.19036032308,0.8096397272000001
35,1.0,0.001197707425,0.9988023175
36,0.8,0.2004747091,0.7995253134
37,1.0,0.001660286975,0.99833969
38,0.8,0.14749177608,0.852508212
39,1.0,0.001150032775,0.99884999
40,0.8,0.19248569642,0.807514278
41,0.8,0.19981987692,0.800180142
42,0.6,0.42424715774,0.5757528512400001
43,0.4,0.5301142802600001,0.46988574494
44,0.8,0.20156974710000003,0.79843022854
45,0.8,0.20014487852,0.7998551023
46,0.75,0.24859212,0.7514078625
47,1.0,0.00166183188,0.9983381659999999
48,0.8,0.2010483171,0.7989516912
49,1.0,0.0038555525600000003,0.9961444399999999
50,0.4,0.5965074207,0.40349258286000006
51,0.5,0.4937694915,0.50623051125
52,1.0,0.0035833685800000003,0.9964166320000001
53,0.75,0.24728509815000002,0.75271489775
54,1.0,0.0041222195399999995,0.995877768
55,0.5,0.49900282675,0.500997211625
56,1.0,0.00275164706,0.997248316
57,0.6666666666666666,0.3252181522,0.6747818506666667
58,0.6,0.36869245693999997,0.6313075404
59,0.4,0.5069223821400001,0.49307760604000006
60,0.75,0.249910334375,0.75008964565
61,0.8,0.19897783046,0.801022218
62,0.8,0.20268092258,0.7973190640000001
63,0.75,0.252835426275,0.747164579875
64,1.0,0.00564927994,0.994350732
65,1.0,0.0032499045750000004,0.996750075
66,1.0,0.0019370841249999999,0.9980629325
67,1.0,0.00225510898,0.9977448900000001
68,1.0,0.004247544783333334,0.9957524466666667
69,0.8333333333333334,0.1657614032166667,0.8342385635
70,1.0,0.0032715480599999998,0.996728446
71,0.8,0.19793912412,0.8020609036999999
72,1.0,0.00877721964,0.991222788
73,0.8,0.13486066982,0.865139356
74,0.75,0.24978091725,0.7502191190749999
75,1.0,0.00119225568,0.998807742
76,0.8,0.20052378514,0.7994762093200001
77,0.8571428571428571,0.14448908997142856,0.8555109056142857
78,0.8,0.19539994194,0.8046000404000001
79,1.0,0.0026980555999999998,0.997301938
80,0.5,0.497029825875,0.5029701949500001
81,0.5,0.495192302925,0.50480771525
82,1.0,0.047559959049999996,0.9524400525000001
83,1.0,0.005705269125,0.99429475
84,0.5,0.4985845894666667,0.5014153926166667
85,1.0,0.002902144275,0.9970978575
86,0.8,0.20099050618,0.79900949048
87,1.0,0.01246694666,0.98753304
88,1.0,0.00129905954,0.998700912
89,0.7142857142857143,0.2908696149857143,0.7091303945285714
