doc_num,pred,positive,neutral,negative
0,0.6666666666666666,0.5174248433333334,0.17451233,0.3080628266666667
1,1.3333333333333333,0.3274936866666667,0.21082678166666668,0.46167949
2,1.3333333333333333,0.35702626666666665,0.22105871,0.42191503666666663
3,2.0,0.11323990500000002,0.29302517,0.5937349033333333
4,1.0,0.37198897,0.16056630500000002,0.467444715
5,0.0,0.468427,0.24604030500000001,0.28553272
6,1.0,0.3900802,0.17285379499999998,0.43706599999999995
7,0.6666666666666666,0.44100194,0.23786611666666668,0.3211319633333333
8,1.3333333333333333,0.25478836666666665,0.22437564666666665,0.5208359533333333
9,2.0,0.3255852166666667,0.22263417,0.45178059
10,1.6666666666666667,0.26840812333333336,0.26654571,0.46504612
11,0.0,0.46394455,0.23474857,0.30130693
12,1.0,0.5237769,0.223288135,0.25293493499999997
13,0.6666666666666666,0.46814424,0.23372688333333333,0.2981289166666667
14,1.0,0.36941384,0.22878173,0.40180441499999997
15,1.0,0.358563235,0.23944195499999998,0.40199481000000004
16,0.0,0.4797812,0.2298083,0.2904105
17,1.5,0.25369727,0.32381426999999996,0.422488475
18,0.0,0.47335854,0.2692602,0.25738126
19,0.6666666666666666,0.47442618999999997,0.23186071666666666,0.29371313
20,0.6666666666666666,0.32242449333333334,0.22039211,0.45718336666666665
21,1.3333333333333333,0.30162571666666665,0.21295287,0.48542139
22,1.0,0.42004252,0.192570455,0.38738704
23,1.0,0.33070691,0.24489033500000001,0.424402715
24,0.6666666666666666,0.47442618999999997,0.23186071666666666,0.29371313
25,1.0,0.3147157566666667,0.25903624666666664,0.42624794666666665
26,0.0,0.515369,0.26422676,0.22040427
27,0.6666666666666666,0.47674427999999996,0.22852736333333334,0.29472836666666663
28,0.6666666666666666,0.33247423666666664,0.22216008333333334,0.44536564666666667
29,0.6666666666666666,0.32502469666666667,0.22023811333333332,0.4547371466666667
30,1.0,0.46929852,0.17445602,0.356245512
31,0.6666666666666666,0.47442618999999997,0.23186071666666666,0.29371313
32,1.3333333333333333,0.30137600000000003,0.20504213999999998,0.4935818666666667
33,1.0,0.391510925,0.232145135,0.376343925
34,0.6666666666666666,0.32502469666666667,0.22023811333333332,0.4547371466666667
35,1.0,0.45827447,0.171235635,0.37048994199999996
36,1.0,0.391510925,0.232145135,0.376343925
37,0.6666666666666666,0.48261060666666666,0.20643352,0.31095585133333337
38,1.0,0.49979960999999995,0.14780390999999998,0.35239649700000003
39,1.0,0.48095494,0.18192785,0.337117242
40,0.6666666666666666,0.32624729,0.22061369,0.45313900333333335
41,1.0,0.39213146,0.23073292,0.37713562500000003
42,0.0,0.44184583333333327,0.2679463633333333,0.29020778666666663
43,1.0,0.41725965,0.24146529,0.34127511499999996
44,2.0,0.27602669333333335,0.16445767333333333,0.5595156266666667
45,1.0,0.329192905,0.2093893,0.461417795
46,0.6666666666666666,0.45193298666666665,0.21242182666666665,0.33564516799999994
47,0.6666666666666666,0.4882494733333333,0.22989283000000002,0.28185767533333334
48,1.3333333333333333,0.31626566666666667,0.23640778333333334,0.44732654
49,1.3333333333333333,0.32143428,0.21147085333333335,0.4670948533333334
50,1.3333333333333333,0.2616216966666667,0.21735506333333332,0.5210232666666667
51,1.3333333333333333,0.2740204466666667,0.21945809666666669,0.5065214366666666
52,1.0,0.2892896025,0.1691900625,0.54152035
53,0.6666666666666666,0.3768739033333333,0.30090233,0.32222379333333334
54,1.0,0.38718252500000006,0.26390645,0.34891106
55,1.3333333333333333,0.24846397333333334,0.23332161666666665,0.5182144599999999
56,1.3333333333333333,0.2538452233333333,0.20157685333333333,0.5445779066666666
57,1.3333333333333333,0.38128455666666666,0.21882395,0.39989147333333336
58,2.0,0.2243307,0.18638916333333333,0.5892801666666667
59,1.0,0.28825657000000005,0.23903921,0.47270417
60,1.0,0.36109685999999996,0.23986496499999999,0.39903815
61,1.3333333333333333,0.44805890666666665,0.20485264333333333,0.34708848666666664
62,0.6666666666666666,0.49910395999999996,0.16862155,0.3322744366666667
63,1.3333333333333333,0.35574347,0.21211466999999998,0.4321418666666667
64,1.0,0.38019903,0.21792171999999999,0.401879235
65,1.0,0.54234865,0.194246895,0.263404445
66,1.3333333333333333,0.29213406000000003,0.21980534666666665,0.48806059333333335
67,0.6666666666666666,0.5272637666666666,0.20974674000000001,0.2629894933333334
68,1.0,0.297084705,0.301751465,0.401163815
69,0.0,0.51141675,0.21598309000000002,0.27260014
70,1.0,0.42257437999999997,0.24203088499999997,0.33539476
