doc_num,pred,positive,neutral,negative
0,0.36363636363636365,0.5966528776363637,0.13775941727272728,0.26558768959090906
1,0.75,0.56101143875,0.185639165,0.2533493965
2,0.0,0.677042798,0.16335811900000002,0.159599098
3,0.0,0.738935191,0.1429036986,0.118161107
4,0.25,0.6913790775,0.137497123,0.17112379075
5,0.3333333333333333,0.7188319616666666,0.11935598783333334,0.161812037
6,0.5714285714285714,0.5971819385714285,0.16225439142857143,0.2405636302857143
7,0.2222222222222222,0.7118221044444444,0.14254007300000002,0.14563781033333334
8,0.0,0.76935241,0.116353012,0.11429456340000002
9,0.6666666666666666,0.6095106555555555,0.1396349947777778,0.25085434044444443
10,0.3333333333333333,0.5125356375,0.18575518449999998,0.30170916941666664
11,0.875,0.47714318125,0.1924796989375,0.3303771186875
12,0.4,0.681901648,0.139510428,0.1785879242
13,0.25,0.68588377375,0.135170650125,0.17894557375
14,0.25,0.58461037,0.1872837,0.228105917875
15,0.5,0.48326849125000004,0.19263050225,0.324100994125
16,0.46153846153846156,0.5235133176923077,0.20439993807692308,0.27208675253846154
17,0.2857142857142857,0.6348773071428572,0.15838796285714288,0.20673470714285713
18,0.4,0.601250693,0.175685077,0.2230642342
19,0.5714285714285714,0.6398026957142857,0.14833019914285714,0.21186710828571428
20,0.2,0.6347887329999999,0.191074157,0.174137093
21,0.5714285714285714,0.5412764428571428,0.20692678571428574,0.25179679285714285
22,0.0,0.7424379283333332,0.12117526433333332,0.13638679833333334
23,0.25,0.62886171625,0.15744151625,0.21369676237500002
24,0.0,0.69908587375,0.133967315,0.166946802375
25,0.0,0.6924511314285714,0.1568086057142857,0.15074023185714286
26,0.6153846153846154,0.5944005523076923,0.14020374615384615,0.2653956881538461
27,0.0,0.6341842857142856,0.21480796857142856,0.1510077342857143
28,0.0,0.6583709900000001,0.184329362,0.1572996297
29,0.0,0.6487933144444444,0.18361646355555555,0.16759023111111113
30,0.2857142857142857,0.5761561471428571,0.18087387914285716,0.2429699614285714
31,0.25,0.6687877,0.17018625375,0.16102605625
32,0.3333333333333333,0.60363401,0.16221584,0.23415014999999997
33,0.4444444444444444,0.6290124811111111,0.15654731966666666,0.21444021733333335
34,0.18181818181818182,0.5980940036363637,0.17984229227272727,0.22206369836363635
35,0.0,0.7517272671428571,0.12803502385714285,0.12023771971428572
36,0.2,0.6157636670000001,0.1670449375,0.21719139599999998
37,0.25,0.68428347125,0.1248853885,0.19083111562500002
38,0.4444444444444444,0.5671945588888889,0.1491276788888889,0.283677762
39,0.0,0.6709503033333334,0.16237579166666666,0.1666739243333333
40,0.2857142857142857,0.5336192671428571,0.1829423257142857,0.28343839285714284
41,0.2857142857142857,0.6514499014285714,0.15503179957142857,0.19351829628571426
42,0.6,0.542644225,0.1794653824,0.2778903937
43,0.36363636363636365,0.592077389090909,0.17400954727272727,0.23391309
44,0.5,0.583617095,0.16610551875,0.25027739375
45,0.5,0.55181851,0.16178627925,0.28639523125
46,0.5,0.4968228225,0.15295195,0.35022522
47,0.8,0.614639681,0.12416157450000001,0.2611987295
48,0.6666666666666666,0.56408685,0.17493143,0.2609817401111111
49,0.0,0.66958687625,0.165194184625,0.16521892625
50,0.7272727272727273,0.5436685845454545,0.154069944,0.3022615070909091
51,0.4,0.674742457,0.1400194421,0.1852381055
52,0.5333333333333333,0.5824244833333334,0.1605166888,0.2570588448
53,0.0,0.69889050375,0.16512185425,0.13598761312500002
54,0.4,0.665231045,0.1451127791,0.18965620119999999
55,0.4,0.627224044,0.17367086120000003,0.19910509999999998
56,0.5714285714285714,0.5273607771428571,0.16047661342857142,0.31216259657142853
57,0.4444444444444444,0.5845926699999999,0.15314993833333335,0.26225737822222217
58,0.6666666666666666,0.65308292,0.1228600878888889,0.224056984
59,0.6,0.5522639739999999,0.1494326656,0.2983033693
60,0.16666666666666666,0.7461055433333333,0.11425135966666666,0.13964308675
61,0.0,0.6590241942857142,0.17992245757142858,0.16105332635714284
62,0.0,0.707650062,0.1538465151,0.1385034275
63,0.3333333333333333,0.6759644433333333,0.14939146841666667,0.17464409933333333
64,0.2,0.648311979,0.167279099,0.1844089235
65,0.25,0.71087028875,0.14142730450000002,0.147702415
66,0.4444444444444444,0.6733166022222222,0.13689408944444445,0.18978929488888888
67,0.0,0.7230469758333333,0.12829988916666665,0.14865314275
68,0.45454545454545453,0.5475497736363636,0.22233044,0.23011976454545457
69,0.25,0.4858042625,0.23882936825,0.27536637375
70,0.0,0.6212807066666667,0.21714405833333336,0.16157523666666665
71,0.0,0.6081040714285715,0.1964406557142857,0.1954552662857143
72,0.25,0.61108724875,0.15277588875,0.23613686
73,0.35294117647058826,0.6255191382352941,0.14834139605882354,0.22613944947058823
74,0.4,0.604763079,0.1634676814,0.2317692166
75,0.0,0.7392604711111112,0.1288206051111111,0.13191891211111112
76,0.3333333333333333,0.5715065083333334,0.14989053833333332,0.27860295
77,0.0,0.7304919433333333,0.13668632666666666,0.13282173583333334
78,0.0,0.674471284,0.172178536,0.153350193
79,0.2222222222222222,0.6524535444444445,0.1541176611111111,0.19342880966666665
80,0.18181818181818182,0.69037929,0.15736050145454544,0.15226021381818183
81,0.25,0.69786272625,0.1500112495,0.15212602975
82,0.0,0.6760110085714286,0.17851827857142857,0.14547073
83,0.25,0.68566855125,0.14772161550000001,0.16660982724999998
84,0.5714285714285714,0.5566505177142858,0.16957067728571426,0.2737788222857143
85,0.5714285714285714,0.5320161685714285,0.205291825,0.26269198842857144
86,0.5714285714285714,0.6179863871428571,0.130876156,0.25113746457142855
87,0.25,0.63193227125,0.149173788125,0.218893928375
88,0.0,0.6751181133333333,0.16799373066666667,0.15688816216666665
89,0.7272727272727273,0.5097833827272727,0.1450934440909091,0.3451231909090909
90,0.5714285714285714,0.5196421185714286,0.15555424571428572,0.3248036257142857
91,0.4,0.602426915,0.157361691,0.2402113951
92,0.0,0.7124954849999999,0.13130664083333335,0.15619787249999997
93,0.2222222222222222,0.6259913488888889,0.17321443,0.20079421444444445
94,0.5454545454545454,0.5164131245454545,0.17552259145454546,0.3080642885454546
95,0.25,0.607698903125,0.1799508590625,0.212350247625
96,0.5714285714285714,0.5367844314285714,0.16156943285714287,0.30164615857142857
97,1.3333333333333333,0.39402902,0.14554155,0.46042941666666665
98,0.8,0.5293140000000001,0.123922267,0.34676373
99,0.5,0.493367345,0.18382426,0.322808415
100,0.3333333333333333,0.6957904383333333,0.13169129291666667,0.17251825799999998
101,0.2222222222222222,0.6379332655555555,0.183176771,0.17888995277777778
102,0.46153846153846156,0.5513431961538461,0.19312669946153843,0.2555301033846154
103,0.2,0.589710883,0.1707480374,0.2395410806
104,0.3333333333333333,0.5738974683333333,0.18870632833333334,0.237396175
105,0.6,0.470485912,0.221356141,0.30815794539999997
106,0.5714285714285714,0.4822745657142857,0.20644183714285713,0.31128359857142857
107,0.3333333333333333,0.5526937933333333,0.21032186500000002,0.23698434166666668
108,0.26666666666666666,0.5876127373333334,0.1713938996,0.24099335466666666
109,0.2857142857142857,0.6111122285714286,0.18060674642857144,0.20828101000000002
110,0.0,0.7007775900000001,0.16936136799999998,0.12986105685714286
111,0.5714285714285714,0.6329416999999999,0.14550468342857142,0.22155361585714287
112,0.4,0.5872923419999999,0.14818814200000002,0.264519511
113,0.5,0.642182525,0.1390923305,0.21872516399999997
114,0.0,0.7162792128571428,0.14613903157142857,0.13758174514285715
115,0.4,0.622343079,0.1294907917,0.24816611970000002
116,0.25,0.5654542075,0.17454828625000002,0.25999751625
117,0.25,0.60653199,0.161356171875,0.23211185625
118,0.0,0.5946474671428571,0.18756786,0.21778468085714286
119,0.5714285714285714,0.6158902914285714,0.16094373607142856,0.22316596042857142
120,0.3333333333333333,0.5808494000000001,0.203682904,0.21546771416666666
121,0.2857142857142857,0.5862962171428572,0.19176712857142858,0.22193666285714286
122,0.3333333333333333,0.49821723583333327,0.21096965558333333,0.2908131236666667
123,0.3333333333333333,0.6447279483333334,0.15733293,0.19793912049999998
124,0.0,0.7016948066666667,0.14618955444444445,0.15211563855555557
125,0.2857142857142857,0.6239997271428572,0.15080032085714284,0.22519994585714284
126,0.4,0.62914213,0.17377410399999998,0.19708380720000002
127,0.5,0.6038194075,0.16346695716666668,0.23271364908333333
128,0.36363636363636365,0.7030765045454546,0.1334179900909091,0.16350550936363636
129,0.7692307692307693,0.5903336069230769,0.1350086673076923,0.2746577192307692
130,0.5,0.64300740125,0.113542644,0.2434499455
131,0.2857142857142857,0.6839476099999999,0.13535351857142858,0.18069888757142857
132,0.18181818181818182,0.6616952918181819,0.15200163727272728,0.18630307999999998
133,0.6666666666666666,0.39619562166666666,0.20435952166666668,0.399444865
134,0.2,0.664419487,0.1628373061,0.1727432044
135,0.6666666666666666,0.505301025,0.20647745333333334,0.2882215283333333
